"","City","Year","TotalArrests","Drunkenness","PersonalConditions","Homicides","Dismissed","TotalPolice","ActivePolice","Lodgers","Population"
"1354","Lowell, Massachusetts",1871,NA,NA,NA,NA,NA,NA,NA,NA,42783
"1355","Lowell, Massachusetts",1872,NA,NA,NA,NA,NA,NA,NA,NA,44637
"1356","Lowell, Massachusetts",1873,NA,NA,NA,NA,NA,NA,NA,NA,46492
"1357","Lowell, Massachusetts",1874,NA,NA,NA,NA,NA,NA,NA,NA,48347
"1358","Lowell, Massachusetts",1875,NA,NA,NA,NA,NA,NA,NA,NA,50202
"1359","Lowell, Massachusetts",1876,2328,1287,131,1,NA,52,45,2478,52056
"1360","Lowell, Massachusetts",1877,2291,1157,202,1,NA,51,45,2669,53911
"1361","Lowell, Massachusetts",1878,2708,1596,418,1,NA,52,45,2556,55766
"1362","Lowell, Massachusetts",1879,2559,1540,236,0,NA,54,44,1997,57620
"1363","Lowell, Massachusetts",1880,2776,1803,169,0,NA,58,46,1252,59475
"1364","Lowell, Massachusetts",1881,3144,1982,185,1,NA,71,66,880,61297
"1365","Lowell, Massachusetts",1882,2849,1950,35,2,NA,57,52,1276,63119
"1366","Lowell, Massachusetts",1883,3257,1775,181,0,NA,67,59,1952,64941
"1367","Lowell, Massachusetts",1884,3332,2301,204,0,NA,71,64,2675,66763
"1368","Lowell, Massachusetts",1885,2771,1690,199,2,NA,71,62,3393,68585
"1369","Lowell, Massachusetts",1886,3393,2273,150,1,NA,70,62,3313,70407
"1370","Lowell, Massachusetts",1887,3484,2525,141,0,NA,71,65,2435,72229
"1371","Lowell, Massachusetts",1888,4150,3069,99,1,NA,83,76,5264,74051
"1372","Lowell, Massachusetts",1889,4557,2780,129,1,NA,83,76,4781,75873
"1373","Lowell, Massachusetts",1890,3846,2650,96,1,NA,81,76,5040,77696
"1374","Lowell, Massachusetts",1891,5357,4086,85,1,NA,84,75,4827,79423
"1375","Lowell, Massachusetts",1892,6153,4659,114,5,NA,93,NA,5015,81151
"1376","Lowell, Massachusetts",1893,5635,4150,107,1,NA,100,NA,6891,82878
"1377","Lowell, Massachusetts",1894,4831,NA,NA,NA,NA,10,NA,NA,84605
"1378","Lowell, Massachusetts",1895,5879,4148,138,1,NA,114,94,6123,86332
"1379","Lowell, Massachusetts",1896,5879,4150,140,2,NA,114,94,6096,88060
"1380","Lowell, Massachusetts",1897,4377,3013,150,0,NA,114,NA,556,89787
"1381","Lowell, Massachusetts",1898,NA,NA,NA,NA,NA,NA,NA,231,91514
"1382","Lowell, Massachusetts",1899,3924,2906,221,1,NA,139,110,119,93242
"1383","Lowell, Massachusetts",1900,4213,3189,195,1,NA,139,110,101,94969
"1384","Lowell, Massachusetts",1901,4730,2513,187,0,NA,145,NA,94,96102
"1385","Lowell, Massachusetts",1902,NA,NA,NA,NA,NA,151,125,90,97234
"1386","Lowell, Massachusetts",1903,5209,3910,244,1,NA,151,125,87,98366
"1387","Lowell, Massachusetts",1904,3934,2672,416,0,NA,147,NA,82,99499
"1388","Lowell, Massachusetts",1905,4915,3731,159,1,NA,143,118,90,100632
"1389","Lowell, Massachusetts",1906,4894,3489,127,3,NA,152,125,83,101764
"1390","Lowell, Massachusetts",1907,4727,3656,147,5,NA,NA,NA,74,102896
"1391","Lowell, Massachusetts",1908,4839,3606,151,5,NA,NA,NA,97,104029
"1392","Lowell, Massachusetts",1909,4797,3376,220,2,NA,NA,NA,NA,105162
"1393","Lowell, Massachusetts",1910,4771,3518,318,6,NA,NA,NA,NA,106294
"1394","Lowell, Massachusetts",1911,4660,3415,401,3,NA,NA,NA,NA,106940
"1395","Lowell, Massachusetts",1912,4516,3387,374,2,NA,NA,NA,NA,107587
"1396","Lowell, Massachusetts",1913,5331,3842,459,4,NA,NA,NA,NA,108234
"1397","Lowell, Massachusetts",1914,5458,3335,520,4,NA,NA,NA,NA,108880
"1398","Lowell, Massachusetts",1915,5379,3267,509,6,NA,NA,NA,NA,109526
"1399","Lowell, Massachusetts",1916,5930,3717,342,9,NA,NA,NA,NA,110173
"1400","Lowell, Massachusetts",1917,6890,4228,443,15,NA,184,157,NA,110820
"1401","Lowell, Massachusetts",1918,7989,3936,1156,32,NA,180,150,NA,111466
"1402","Lowell, Massachusetts",1919,5484,2608,586,21,NA,184,155,NA,112113
"1403","Lowell, Massachusetts",1920,3932,2003,280,23,NA,NA,NA,NA,2759
