"","City","Year","TotalArrests","Drunkenness","PersonalConditions","Homicides","Dismissed","TotalPolice","ActivePolice","Lodgers","Population","Time","Youth","Race","Foreigners","Religiousioty","Income","FarmSize","FarmNum","AdultEmployment","ChildEmployment","NumManufacturing","Capital","StateTaxes","CountyTaxes","PropertyValue","RealEstateValue","Density"
"1","New York, New York",1884,5282.65283103993,NA,NA,81,NA,2832,188.435220693285,NA,1329900,1,25265.8752100433,1630.0270496784,39680.8751395798,NA,8043612.81904403,28,53,21.8851213505109,0.414490934668768,939.982541641832,15021678.3732723,310956.2388761,-0.497389121602521,14584688.7877715,918134380,60314.95
"2","New York, New York",1885,5461.12580834803,43060,5427,93,NA,2889,189.079952968842,134345,1360800,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","New York, New York",1886,5312.06438169146,44071,5518,84,NA,3216,208.306387870949,131503,1391700,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","New York, New York",1887,5706.17179811613,47258,5603,98,NA,3208,206.663854913539,128635,1422600,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","New York, New York",1888,5854.42036463708,47883,6649,108,NA,3351,207.430340557276,150812,1453500,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","New York, New York",1889,5537.5909458367,47614,6314,113,NA,3398,207.828078684991,147634,1484400,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","New York, New York",1890,5580.14546284864,48144,5774,107,NA,3502,210.519230172751,149853,1515301,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","New York, New York",1891,5744.66322036167,52335,6275,122,NA,3623,205.1210137491,147622,1568830,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","New York, New York",1892,5208.33846988338,50089,4058,116,NA,3731,208.76994008728,137436,1622360,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","New York, New York",1893,5160.7205723526,48542,7168,128,NA,3842,209.023265250106,127503,1675890,10,30049.409325276,1557.51233583295,42232.0713838373,27302.4963357115,15185244.8457435,44,12,14889.71498072,113.376814243507,1676.43260315937,28121031.5310291,NA,NA,NA,611500,NA
"11","New York, New York",1894,5696.93176154212,52714,8127,133,NA,3839,204.645825364259,68025,1725420,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","New York, New York",1895,6337.64267085448,57780,9052,223,NA,3825,197.649962141395,65556,1782950,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","New York, New York",1896,6043.02796654469,57692,10047,NA,NA,3825,NA,NA,1836480,13,36761.6307422218,2131.52248122501,41494.3918853019,NA,9002345.41109919,188,184,8971481.56637082,30863.8447283722,NA,NA,NA,NA,NA,NA,NA
"14","New York, New York",1897,3420.64392949927,53716,13216,199,NA,5002,146.662803786256,NA,3158265,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","New York, New York",1898,4359.71585030222,77630,14405,346,NA,7457,207.828142089612,NA,3251244,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","New York, New York",1899,4152.68359795384,76804,14013,404,NA,7335,198.222427152735,NA,3344223,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","New York, New York",1900,3863.75313408988,NA,14531,NA,NA,7395,NA,NA,3437202,17,27202.3535016192,2340.2890547116,168.071059705588,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","New York, New York",1901,3746.27120685454,73589,14213,429,NA,7458,183.659693181595,NA,3570190,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","New York, New York",1902,3940.83136160347,79290,14283,510,NA,7625,183.275014055495,NA,3703178,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","New York, New York",1903,4584.55134631817,101431,14945,579,NA,8089,184.559270897036,NA,3836166,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Philadelphia, Pennsylvania",1884,5044.50494451444,36081,4260,24,NA,1428,124.799371796421,105312,927088,1,24972.2015652112,3741.75195061204,24119.716231689,NA,7585958.66237001,344,780,223.921999126504,20.1848507383406,1011.24921798458,22091062.8327254,23703.8610904541,0,6204230.20173047,529169382,6516.69230769231
"22","Philadelphia, Pennsylvania",1885,5429.18294059449,36672,4091,36,NA,1456,122.166647132674,121404,947067,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Philadelphia, Pennsylvania",1887,5870.56470650216,42207,3219,72,NA,1513,128.669356227698,13262,987026,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Philadelphia, Pennsylvania",1888,4657.27578313911,31835,3089,50,NA,1671,139.026122015283,15969,1007005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Philadelphia, Pennsylvania",1889,4155.17266561829,27644,2801,24,NA,1712,138.755678028404,12507,1026985,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Philadelphia, Pennsylvania",1890,4694.33523979812,33154,3311,19,NA,1792,145.850287115889,12096,1046964,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Philadelphia, Pennsylvania",1891,4962.87455546981,33989,4206,30,NA,1898,142.4922805017,13600,1071637,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Philadelphia, Pennsylvania",1892,4829.28658017661,34764,3617,22,NA,2027,140.744733930427,11884,1096311,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Philadelphia, Pennsylvania",1893,5111.31291793638,37101,4431,28,NA,2167,152.009306109632,20521,1120984,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Philadelphia, Pennsylvania",1894,5366.17853336557,38119,6049,28,NA,2239,152.750779683623,43726,1145657,10,29626.2335667702,3760.49224233116,25739.1849194433,16129.2078810733,12982014.7588647,42,801,16746.2300518451,822.091303998991,1735.1121910591,35841701.8159173,NA,NA,NA,15632770,NA
"31","Philadelphia, Pennsylvania",1895,5156.40887612895,36625,5976,39,NA,2451,153.290097664761,45788,1170330,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Philadelphia, Pennsylvania",1896,4859.56532363072,32987,7414,49,NA,2458,150.376065686809,49438,1195004,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Philadelphia, Pennsylvania",1897,5134.80208284652,34857,8141,43,NA,2611,158.566571313553,64613,1219677,13,32843.0845862671,4948.91771411698,22829.1477834454,NA,8645538.79308679,336,1072,8478898.38192405,166640.411162737,NA,NA,NA,NA,NA,NA,NA
"34","Philadelphia, Pennsylvania",1898,5055.41045525777,37729,6118,37,NA,2612,155.422509744043,56461,1244350,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Philadelphia, Pennsylvania",1899,4891.55445444688,38699,5178,27,NA,2620,152.400585016517,44361,1269024,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Philadelphia, Pennsylvania",1900,5073.05806537389,41428,4741,63,NA,2779,157.223832164719,40789,1293697,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Philadelphia, Pennsylvania",1901,4638.24297240507,38026,3778,60,NA,2902,157.213157998466,37114,1319228,17,26484.2402363319,5452.45731461684,76.0486711495357,NA,NA,NA,824,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Philadelphia, Pennsylvania",1902,4868.38162079599,39954,3659,57,NA,2980,154.228378467815,6045,1344759,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Philadelphia, Pennsylvania",1903,5524.3050741084,45499,4808,68,NA,3086,158.360638988827,NA,1370290,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Philadelphia, Pennsylvania",1904,5234.2671445694,43944,4912,74,NA,3089,155.464060219756,NA,1395821,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Chicago, Illinois",1884,5315.62267894766,23080,1210,10,13775,924,NA,25141,741851,1,27186.2510781467,1143.16471448042,39902.127323365,NA,5860437.94154634,3192,4754,472.573923005511,20.5753188351407,621.374628821248,11917463.8368196,99927.4102751496,235507.897630382,5558309.13675838,115214331,632.8375
"42","Chicago, Illinois",1885,5115.04420362362,25407,1272,6,15098,926,81.47040989722,54940,801518,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Chicago, Illinois",1886,4663.67212154355,NA,NA,29,NA,1032,NA,91084,949059,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Chicago, Illinois",1887,5050.22533528805,NA,NA,29,NA,1145,111.418797849813,23405,920850,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Chicago, Illinois",1888,5143.40903829306,NA,NA,28,15348,1255,NA,25054,980517,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Chicago, Illinois",1889,4626.00847542358,27536,1128,28,16006,1624,NA,30925,1040184,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Chicago, Illinois",1890,5658.04427876529,37063,1645,21,24004,1900,NA,29402,1099850,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Chicago, Illinois",1891,6083.35445908588,41463,1406,34,32500,2306,NA,55565,1159722,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Chicago, Illinois",1892,7365.80586178199,51578,1972,26,41919,2726,157.347316117236,77085,1219595,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Chicago, Illinois",1893,7579.40018820322,NA,NA,48,47220,3189,NA,88138,1279468,10,31085.0877825898,1250.92078172901,40493.5893456115,23055.2838189076,10489230.1677459,87,4444,13853.8427850145,199.174107030494,847.119190685297,30420280.4378139,NA,NA,NA,48149030,NA
"51","Chicago, Illinois",1894,6594.51670225634,49072,1256,46,45995,3188,NA,133006,1339340,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Chicago, Illinois",1895,5965.0717689671,44450,1197,63,49087,2850,NA,130481,1399212,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Chicago, Illinois",1896,6637.51597747904,50641,1988,35,59365,3033,NA,176980,1459085,13,35550.9630262109,1804.1751530264,34038.8364826905,NA,7325356.67184233,699,5827,7251691.35302259,73665.318819732,NA,NA,NA,NA,NA,NA,NA
"54","Chicago, Illinois",1897,5509.03974961783,45844,999,37,55020,3594,180.12347938521,204964,1518958,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Chicago, Illinois",1898,4904.96126878765,42212,518,40,51239,3304,157.838399321016,139579,1578830,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Chicago, Illinois",1899,4353.99480808591,40279,502,38,NA,3267,NA,114153,1638702,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Chicago, Illinois",1900,4146.88783244779,34965,818,28,45247,3225,143.061095329909,126014,1698575,17,27345.8745992592,1938.56478769417,92.5897823620414,NA,NA,NA,5663,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Chicago, Illinois",1901,3974.36880668206,32469,750,37,40318,3274,140.792996521383,95591,1747246,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Chicago, Illinois",1902,3915.21434453819,34405,581,29,41693,3168,132.801237473669,11097,1795917,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Chicago, Illinois",1903,4215.74043403754,40186,631,57,46597,3205,138.188114737879,5826,1844587,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Boston, Massachusetts",1884,7857.08169853989,19497,1402,10,NA,779,160.667247553476,24164,397094,1,22744.7432119961,1652.88830114944,30979.2821845347,NA,6607951.23824843,78,97,285.620748233559,3.09336550433458,988.845839552287,12702811.0959021,164010.239039819,67022.9192605825,52643556.6485447,454002051,25861.8
"62","Boston, Massachusetts",1885,7132.11621612294,18319,1403,18,NA,789,157.768366456473,25793,405658,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Boston, Massachusetts",1886,6882.78266243705,17404,1261,23,NA,819,NA,NA,414222,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Boston, Massachusetts",1887,7256.86281002682,19927,1283,9,2962,851,153.505556002327,NA,422786,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Boston, Massachusetts",1888,8347.99663381624,23403,1930,25,NA,901,NA,NA,431349,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Boston, Massachusetts",1889,9107.70993355504,25418,2436,24,NA,951,154.348700765833,NA,439913,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Boston, Massachusetts",1890,8359.84900006021,NA,NA,NA,NA,956,151.401298171367,NA,448477,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Boston, Massachusetts",1891,8947.22416785943,28044,2013,3,13663,961,147.699241709048,NA,459718,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Boston, Massachusetts",1892,10290.2581960251,34477,2185,29,27295,1000,144.173602853746,NA,470960,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Boston, Massachusetts",1893,9562.17518799175,30973,2721,29,19368,1005,140.812356647214,NA,482202,10,27392.425430092,1824.53896612897,34705.0208341928,39938.9413754693,11777569.6192087,58,42,13953.1333800899,67.4532777754858,1712.73567391394,25860527.4557531,NA,NA,NA,1066650,NA
"71","Boston, Massachusetts",1894,8518.71442091589,25951,2489,13,2788,1010,137.60454601646,NA,493443,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Boston, Massachusetts",1895,8427.84792067908,27048,2593,37,2799,1162,171.394377471844,NA,504684,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Boston, Massachusetts",1896,9457.94551931866,32286,2694,26,2953,1181,170.567096831716,NA,515926,13,32141.2391215815,2240.5330568172,34785.751786424,NA,6709406.0191326,264,162,6687254.85225304,22151.1668795601,NA,NA,NA,NA,NA,NA,NA
"74","Boston, Massachusetts",1897,8661.18580793978,30604,2329,21,2407,1173,169.395714459148,NA,527168,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Boston, Massachusetts",1898,7766.58636835565,27104,2470,20,2588,1182,166.044772654246,NA,538409,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Boston, Massachusetts",1899,7233.69416901665,24653,2458,23,2181,1147,160.647684890385,NA,549650,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Boston, Massachusetts",1900,6000.26386541438,19263,2665,33,2492,1213,169.016495154147,NA,560892,17,25393.3616630297,1898.58187446335,188.135435637446,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Boston, Massachusetts",1901,6032.93457675904,20111,2419,32,2574,1275,171.89491852041,NA,571861,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Boston, Massachusetts",1902,5959.18885577466,19713,2556,28,2707,1262,170.20371256848,NA,582831,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Boston, Massachusetts",1903,7247.05287975749,28234,2365,22,2385,1300,168.406871000337,NA,593800,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
